,nyt_img_id,caption,perturbed_caption_1,goog_img_id_1,perturbed_caption_2,goog_img_id_2,perturbed_caption_3,goog_img_id_3
47,07f83f86-15b7-560f-9faf-c2c497a5cc4c,"A day after the American basketball star Brittney Griner was sent to a Russian penal colony, a top Russian diplomat said on Friday that the prospect of a prisoner exchange was increasing, and acknowledged that it could involve a Russian arms dealer imprisoned in the United States.",Russian diplomat says prospect of prisoner exchange is increasing,07f83f86-15b7-560f-9faf-c2c497a5cc4c_cap0_1,a top Russian diplomat,07f83f86-15b7-560f-9faf-c2c497a5cc4c_cap2_0,the American basketball star Brittney Griner,07f83f86-15b7-560f-9faf-c2c497a5cc4c_cap1_0
48,0992452c-b924-5958-9ed9-3aaf210c67f7,"Officials in Colorado Springs said that they were investigating whether the shooting at an L.G.B.T.Q. nightclub, which left at least five people dead, was a hate crime.","the shooting at an L.G.B.T.Q. nightclub, which left at least five people dead,",0992452c-b924-5958-9ed9-3aaf210c67f7_cap2_1,Officials are investigating whether the shooting at an L,0992452c-b924-5958-9ed9-3aaf210c67f7_cap0_1,Officials in Colorado Springs,0992452c-b924-5958-9ed9-3aaf210c67f7_cap1_1
49,0ded15d1-d106-5c8b-975d-ea4b83e6ca46,"All of the Democratic cheers about the partys surprisingly strong midterm showing have drowned out a running argument on the left that never ends.  Whose political philosophy had it right, centrists or progressives?'",The Democratic cheers about the partys surprisingly strong midterm showing have drowned out a running argument,0ded15d1-d106-5c8b-975d-ea4b83e6ca46_cap0_2,Whose political philosophy,0ded15d1-d106-5c8b-975d-ea4b83e6ca46_cap1_0,All of the Democratic cheers about the partys surprisingly strong midterm showing,0ded15d1-d106-5c8b-975d-ea4b83e6ca46_cap2_0
50,10dee4dd-ceb1-5e96-bd72-52eb28d53dec,"In 2017, after working for the designer Vera Wang for three years, Danielle Frankel debuted her own atelier line of wedding apparel, with a focus on hand-sewn garments and a discerning eye for draping and intricate details. She quickly became a sought-after label, dressing celebrities like Zo\xeb Kravitz, Julia Garner and Alexandra Daddario for their weddings.",Danielle Frankel has her own atelier line of wedding apparel,10dee4dd-ceb1-5e96-bd72-52eb28d53dec_cap0_0,Danielle Frankel,10dee4dd-ceb1-5e96-bd72-52eb28d53dec_cap2_2,Vera Wang,10dee4dd-ceb1-5e96-bd72-52eb28d53dec_cap1_1
51,16bf3821-f612-5e1f-8283-d23d6ac8c289,"DOHA, Qatar  The president of world soccers governing body on Saturday sought to blunt mounting concerns about the World Cup in Qatar with a strident defense of both the host countrys reputation and FIFAs authority over its showpiece championship.",FIFAs president seeks to blunt mounting concerns about the World Cup in Qatar,16bf3821-f612-5e1f-8283-d23d6ac8c289_cap0_0,"DOHA, Qatar",16bf3821-f612-5e1f-8283-d23d6ac8c289_cap1_0,DOHA,16bf3821-f612-5e1f-8283-d23d6ac8c289_cap2_0
52,1e9bc8e2-6229-5c84-a356-998daf49cb06,"CHARLOTTESVILLE, Va.  As the authorities continued to seek answers in the killing of three University of Virginia students, the college and its community paused on Saturday to reflect on the vibrant, beautiful young men who were praised for touching countless lives before theirs were cut short.",CHARLOTTESVILLE,1e9bc8e2-6229-5c84-a356-998daf49cb06_cap2_1,the college and its community,1e9bc8e2-6229-5c84-a356-998daf49cb06_cap1_2,University of Virginia mourns loss of three students,1e9bc8e2-6229-5c84-a356-998daf49cb06_cap0_0
53,1f70896f-ec77-57de-ab7b-97326d68cead,"CHARLOTTESVILLE, Va.  The suspect in the shooting deaths this week of three fellow University of Virginia students had a semiautomatic rifle, a pistol, ammunition and a device designed to increase a weapons rate of fire in his dorm room on campus, according to a police search warrant inventory obtained by The Daily Progress, a local newspaper.","Suspect had semiautomatic rifle, pistol, ammunition and device to increase rate",1f70896f-ec77-57de-ab7b-97326d68cead_cap0_2,The suspect in the shooting deaths,1f70896f-ec77-57de-ab7b-97326d68cead_cap1_1,CHARLOTTESVILLE,1f70896f-ec77-57de-ab7b-97326d68cead_cap2_1
54,24ca17cf-0f4f-5e4e-9b5c-060788278de0,"A report tracking violence at the Rikers Island jail complex in New York City will be hidden from the public, preventing people from viewing documents with statistics about assaults on staff, and incidents involving force against detainees, a federal judge has ordered.",A report tracking violence at the Rikers Island jail complex in New York City,24ca17cf-0f4f-5e4e-9b5c-060788278de0_cap2_2,A federal judge has ordered a report tracking violence at Rikers Island to be hidden from,24ca17cf-0f4f-5e4e-9b5c-060788278de0_cap0_0,a federal judge,24ca17cf-0f4f-5e4e-9b5c-060788278de0_cap1_2
55,2b15a5d9-d30b-54bc-842b-d6721f6183ac,"MOAB, Utah  Blake Votilla stared up at the 120-foot spruce tree. He strapped braces with four-inch spurs to his shins and clipped two large red plastic sacks on his climbing harness. Reggaeton blasted from a portable speaker on his hip.","MOAB, Utah  Blake Votilla",2b15a5d9-d30b-54bc-842b-d6721f6183ac_cap1_2,Blake Votilla strapped braces with four-inch spurs to his shins,2b15a5d9-d30b-54bc-842b-d6721f6183ac_cap0_0,MOAB,2b15a5d9-d30b-54bc-842b-d6721f6183ac_cap2_0
56,2c6bcce9-5a6e-5170-8286-fce2df080c89,"KYIV, Ukraine  In forests, in fields and in fierce urban combat, the Ukrainian military has defied the odds, and all expectations, and forced Russia into multiple retreats over nine brutal, bloody months of war.","KYIV, Ukraine  In forests, in fields and in fierce urban combat",2c6bcce9-5a6e-5170-8286-fce2df080c89_cap1_0,the Ukrainian military,2c6bcce9-5a6e-5170-8286-fce2df080c89_cap2_1,"Ukraine's military has defied the odds, and all expectations, over nine months of war",2c6bcce9-5a6e-5170-8286-fce2df080c89_cap0_2
57,30d82b5b-c55a-5ffb-9a93-ad02c1f2cea9,"The airstrikes, which Turkish officials called an antiterrorism campaign against Kurdish militants, came a week after a deadly bomb attack in Istanbul. The airstrikes killed more than two dozen people.","The airstrikes, which Turkish officials called an antiterrorism campaign against Kurdish militants,",30d82b5b-c55a-5ffb-9a93-ad02c1f2cea9_cap1_0,Istanbul,30d82b5b-c55a-5ffb-9a93-ad02c1f2cea9_cap2_0,The airstrikes came a week after a deadly bomb attack in Istanbul,30d82b5b-c55a-5ffb-9a93-ad02c1f2cea9_cap0_0
58,359d307c-403e-5385-b3c8-056ff69ce733,"An Ohio man who said that Donald J. Trump was responsible for his decision to storm the Capitol on Jan. 6, 2021, and steal a bottle of bourbon and a coat rack was sentenced on Friday to three years in prison, the authorities said.",Donald J. Trump,359d307c-403e-5385-b3c8-056ff69ce733_cap1_2,a coat rack,359d307c-403e-5385-b3c8-056ff69ce733_cap2_0,An Ohio man said that Donald J,359d307c-403e-5385-b3c8-056ff69ce733_cap0_0
59,36686cd9-e9a9-53b0-a785-f7924d5614a8,"Joshua Thurman described the scene at Club Q, a gay nightclub in Colorado Springs where a gunman opened fire and killed at least five people.","Gunman opens fire at gay nightclub in Colorado Springs, killing at least five people",36686cd9-e9a9-53b0-a785-f7924d5614a8_cap0_2,Joshua Thurman,36686cd9-e9a9-53b0-a785-f7924d5614a8_cap1_1,Club Q,36686cd9-e9a9-53b0-a785-f7924d5614a8_cap2_0
60,37a4cffe-b62d-5f4a-9ff6-89af913d1d84,"Think Liverpool, and either the Beatles or English soccer champions typically spring to mind. But a local museum founded a century ago by a wealthy industrialist now is sharing another slice of the areas history.  its ties to the jeweler Boodles.",its ties to the jeweler Boodles,37a4cffe-b62d-5f4a-9ff6-89af913d1d84_cap1_0,Museum founded a century ago by a wealthy industrialist now is sharing another slice of,37a4cffe-b62d-5f4a-9ff6-89af913d1d84_cap0_2,"Liverpool, and either the Beatles or English soccer champions",37a4cffe-b62d-5f4a-9ff6-89af913d1d84_cap2_1
61,38847cbf-ede9-5d3e-b0de-05fc2445dcad,"AL KHOR, Qatar  The highway stretches out into nowhere, its surface pristine, the soaring glass spires of Doha slowly receding in the distance. It passes the ghost city of Lusail, its cranes standing motionless in the desert air. For miles, there is nothing but asphalt and sand and sky, the horizon broken only by the colossal outline of the Al Bayt Stadium.","The highway stretches out into nowhere, its surface pristine",38847cbf-ede9-5d3e-b0de-05fc2445dcad_cap0_2,the soaring glass spires of Doha,38847cbf-ede9-5d3e-b0de-05fc2445dcad_cap1_2,"AL KHOR, Qatar  The highway stretches out into nowhere, its surface pristine,",38847cbf-ede9-5d3e-b0de-05fc2445dcad_cap2_2
62,3b0a6f5e-6b64-567f-a779-290bdfaaae56,"KYIV, Ukraine  Ukrainians took to the streets nine years ago in protests that within weeks became street battles and in demonstrations that turned to revolution. They barricaded Kyivs Independence Square and set it ablaze. The police gunned people down. Soon, the president was forced out.",KYIV,3b0a6f5e-6b64-567f-a779-290bdfaaae56_cap2_1,Ukrainians took to the streets nine years ago in protests that within weeks became street,3b0a6f5e-6b64-567f-a779-290bdfaaae56_cap0_0,"KYIV, Ukraine",3b0a6f5e-6b64-567f-a779-290bdfaaae56_cap1_0
63,44ee0642-82f8-5c17-89c7-0b7cffd12719,"PADAR ISLAND, Indonesia  The tourists arrived by the boatload, ready to climb 900 steps to the summit of remote Padar Island for their sunrise reward.  a sweeping vista of turquoise bays set off by white-sand beaches. In the distance, they could see Komodo Island, where the worlds largest lizard, the fearsome Komodo dragon, roams freely, evoking the age of the dinosaurs.","the worlds largest lizard, the fearsome Komodo dragon,",44ee0642-82f8-5c17-89c7-0b7cffd12719_cap2_2,"PADAR ISLAND, Indonesia",44ee0642-82f8-5c17-89c7-0b7cffd12719_cap1_1,"The island is home to the world's largest lizard, the fearsome Komodo dragon",44ee0642-82f8-5c17-89c7-0b7cffd12719_cap0_2
64,49605de2-dd4e-5d00-bd75-92e4ca944dd1,"COLORADO SPRINGS  A man shrouded in body armor and wielding an AR-15 style rifle attacked an L.G.B.T.Q. nightclub in Colorado Springs on Saturday night, in a rampage that killed at least five people and injured at least 25 others.",A man shrouded in body armor and wielding an AR-15 style rifle,49605de2-dd4e-5d00-bd75-92e4ca944dd1_cap1_1,COLORADO SPRINGS,49605de2-dd4e-5d00-bd75-92e4ca944dd1_cap2_2,A man shrouded in body armor and wielding an AR-15 style rifle attacked an L,49605de2-dd4e-5d00-bd75-92e4ca944dd1_cap0_2
65,4d3810e5-941c-5099-8bab-072f075afd4c,"TURIN, Italy  When professional tennis took a few minutes on Friday night at the ATP Tour Finals to honor a handful of players who had announced their retirement from the sport this year, one of them walked onto the court at the Pala Alpitour stadium wearing military fatigues.","TURIN, Italy",4d3810e5-941c-5099-8bab-072f075afd4c_cap2_2,one of them,4d3810e5-941c-5099-8bab-072f075afd4c_cap1_1,One of the players at the ATP Tour Finals wore military fatigues on Friday night,4d3810e5-941c-5099-8bab-072f075afd4c_cap0_2
66,4f66203f-4da6-52e9-971f-b03f44d39b40,"SULAIMANIYA, Iraq  Sitting under an oak tree on a mountainside in the Kurdish region of Iraq, Mohammad Kurd said he recently fled neighboring Iran after two friends were killed by security forces and the powerful Islamic Revolutionary Guards Corps started going door to door to arrest antigovernment protesters.",Iraq,4f66203f-4da6-52e9-971f-b03f44d39b40_cap2_0,SULAIMANIYA,4f66203f-4da6-52e9-971f-b03f44d39b40_cap1_2,Mohammad Kurd says he fled Iran after two friends were killed by security forces,4f66203f-4da6-52e9-971f-b03f44d39b40_cap0_2
67,5559b059-3677-5752-b117-e2631827370a,"LONDON  When environmental protesters recently stopped traffic on the M25 freeway that circles London, one journalist, Charlotte Lynch, was standing on a bridge above reporting on the latest of the groups disruptive demonstrations for her radio station, LBC.",London,5559b059-3677-5752-b117-e2631827370a_cap2_1,Environmental protesters stopped traffic on the M25 freeway that circles London,5559b059-3677-5752-b117-e2631827370a_cap0_2,LONDON,5559b059-3677-5752-b117-e2631827370a_cap1_2
68,58fcc801-5777-5694-ab98-8a81b662e741,"COLORADO SPRINGS  Whether it was bingo night on Wednesdays, karaoke night on Thursdays or drag shows on weekends, Ed Sanders looked forward to seeing Derrick Rump and Daniel Aston as they tended bar at Club Q.",COLORADO SPRINGS,58fcc801-5777-5694-ab98-8a81b662e741_cap2_2,COLORADO SPRINGS  ,58fcc801-5777-5694-ab98-8a81b662e741_cap1_1,Ed Sanders looked forward to seeing Derrick Rump and Daniel Aston as they tended bar at,58fcc801-5777-5694-ab98-8a81b662e741_cap0_1
69,5b77fe5f-1ba0-503c-90a4-3ea46bbb5868,"WASHINGTON  When former President Donald J. Trump returned briefly last week to his office at Trump Tower in New York, he was joined by his son Eric Trump and the top executive of a Saudi Arabian real estate company to sign a deal that creates new conflict-of-interest questions for his just-launched presidential campaign.",WASHINGTON,5b77fe5f-1ba0-503c-90a4-3ea46bbb5868_cap2_1,Former President Donald J,5b77fe5f-1ba0-503c-90a4-3ea46bbb5868_cap0_0,former President Donald J. Trump,5b77fe5f-1ba0-503c-90a4-3ea46bbb5868_cap1_1
70,5d8822c9-aeb0-56b9-b650-7f4020b23b0d,"As the Supreme Court investigates the extraordinary leak this spring of a draft opinion of the decision overturning Roe v. Wade, a former anti-abortion leader has come forward claiming that another breach occurred in a 2014 landmark case involving contraception and religious rights.",the Supreme Court,5d8822c9-aeb0-56b9-b650-7f4020b23b0d_cap2_2,A former anti-abortion leader has come forward claiming that another breach occurred in a 2014,5d8822c9-aeb0-56b9-b650-7f4020b23b0d_cap0_2,the Supreme Court,5d8822c9-aeb0-56b9-b650-7f4020b23b0d_cap1_1
71,5dd1ef2f-ac72-57b7-a50a-74fb9e463de2,"Dr. Mitchell Rosenthal, the founder of Phoenix House, which branded itself the largest private, nonprofit therapeutic drug-treatment program in the United States, died on Nov. 14 in Manhattan. He was 87.",Mitchell Rosenthal,5dd1ef2f-ac72-57b7-a50a-74fb9e463de2_cap2_0,"Dr. Mitchell Rosenthal, the founder of Phoenix House, which branded itself the largest private, nonprofit therapeutic drug-treatment program in the United States,",5dd1ef2f-ac72-57b7-a50a-74fb9e463de2_cap1_2,Dr,5dd1ef2f-ac72-57b7-a50a-74fb9e463de2_cap0_2
72,5f226d91-0b9c-5ff3-b45f-36c878c3483d,"The New York Philharmonic is still rolling out the features of its new home, the freshly gut-renovated David Geffen Hall.",The New York Philharmonic,5f226d91-0b9c-5ff3-b45f-36c878c3483d_cap2_2,The New York Philharmonic is still rolling out the features of its new home,5f226d91-0b9c-5ff3-b45f-36c878c3483d_cap0_0,The New York Philharmonic,5f226d91-0b9c-5ff3-b45f-36c878c3483d_cap1_1
73,653f2510-cb89-58f0-8185-d41a7714bdb7,"The Manhattan district attorneys office will halt the prosecution of Tracy McCarter, a woman charged with murder in 2020 after her estranged husband died of a stab wound after a confrontation with her, according to a letter sent to the judge presiding over the case.",her estranged husband,653f2510-cb89-58f0-8185-d41a7714bdb7_cap2_0,The Manhattan district attorneys office,653f2510-cb89-58f0-8185-d41a7714bdb7_cap1_0,Tracy McCarter is charged with murder in 2020 after her estranged husband died of a,653f2510-cb89-58f0-8185-d41a7714bdb7_cap0_0
74,687450d2-6f6b-5c2b-8da8-6837c0d8151d,"DHAKA, Bangladesh  Two men on death row in Bangladesh for the high-profile killings of a secular author and his publisher escaped Sunday while en route to a hearing in the capital, the authorities said.",Two men on death row in Bangladesh for the high-profile killings of a secular author,687450d2-6f6b-5c2b-8da8-6837c0d8151d_cap0_0,"DHAKA, Bangladesh  Two men on death row in Bangladesh for the high-profile killings of a secular author and his publisher",687450d2-6f6b-5c2b-8da8-6837c0d8151d_cap1_1,DHAKA,687450d2-6f6b-5c2b-8da8-6837c0d8151d_cap2_0
75,6c871108-399c-5267-9cb3-d1b42728731e,"Dagny Corcoran, a revered California art-book seller whose shop and jam-packed dinner parties became way stations for a generation of artists, bibliophiles and Hollywood literati, died on Nov. 9 in Los Angeles. She was 77.",whose shop and jam-packed dinner parties,6c871108-399c-5267-9cb3-d1b42728731e_cap1_2,"Dagny Corcoran, a revered California art-book seller, died on",6c871108-399c-5267-9cb3-d1b42728731e_cap0_2,"Dagny Corcoran, a revered California art-book seller whose shop and jam-packed dinner parties became way stations for a generation of artists, bibliophiles and Hollywood literati,",6c871108-399c-5267-9cb3-d1b42728731e_cap2_1
76,6eb78115-9038-50fd-b7e9-a79572da40e3,"Sometime in May 2020, Payton Gendron, a 16-year-old in upstate New York, was browsing the website 4chan when he came across a GIF.","Payton Gendron, a 16-year-old in upstate New York,",6eb78115-9038-50fd-b7e9-a79572da40e3_cap1_0,Payton Gendron,6eb78115-9038-50fd-b7e9-a79572da40e3_cap2_0,"Payton Gendron, a 16-year-old in upstate New York",6eb78115-9038-50fd-b7e9-a79572da40e3_cap0_1
77,749d190b-26b2-5d24-a3a4-36b865a10943,"Has Jefferson Mays ever met a role  or a root vegetable  that he hesitated to take on? In the noisy, excitable one-man version of A Christmas Carol on Broadway, in a production that opened Monday at the Nederlander Theater, Mays stars as Ebenezer Scrooge, spirits of Christmas, assorted Cratchits, street folk, partygoers. He even plays a boiling potato, straining against a pot lid. At the festive board, Mays is side dish, main course, everything.",the Nederlander Theater,749d190b-26b2-5d24-a3a4-36b865a10943_cap2_2, Jefferson Mays stars in a one-man version of A Christmas Carol on Broadway,749d190b-26b2-5d24-a3a4-36b865a10943_cap0_0,Jefferson Mays,749d190b-26b2-5d24-a3a4-36b865a10943_cap1_2
78,777f2d78-8382-5c70-8711-c878215bf4f2,"In the Jonathan Lethem novel Motherless Brooklyn, readers learn the phrase Tell your story walking. Its a quintessentially Brooklyn sentiment.  I will listen to you, sure, but keep it moving.",Brooklyn,777f2d78-8382-5c70-8711-c878215bf4f2_cap2_1,"In the Jonathan Lethem novel Motherless Brooklyn, readers learn the phrase Tell your story",777f2d78-8382-5c70-8711-c878215bf4f2_cap0_1,Jonathan Lethem,777f2d78-8382-5c70-8711-c878215bf4f2_cap1_1
79,779ad6c1-78d7-53e3-bb69-fb4ee4f826d0,"DOHA, Qatar  On the outskirts of Qatars capital and miles away from the stadiums and the sheen of the World Cup, thousands of true nation builders gathered in a fenced-off parking lot at Asian Town, between a mall and a cricket stadium.",thousands of true nation builders,779ad6c1-78d7-53e3-bb69-fb4ee4f826d0_cap1_2,"DOHA, Qatar",779ad6c1-78d7-53e3-bb69-fb4ee4f826d0_cap2_1,Thousands of Qataris gathered in a fenced-off parking lot at Asian Town,779ad6c1-78d7-53e3-bb69-fb4ee4f826d0_cap0_2
80,78835126-af56-5c05-aedd-de2c56fb2a7f,"PORT-AU-PRINCE, Haiti  To reach the hospital, the mothers traveled the front lines of a gang war, bringing sick babies during lulls in gun battles and passing corpses along the way.",Haiti,78835126-af56-5c05-aedd-de2c56fb2a7f_cap2_1,Mothers brought sick babies during lulls in gun battles and passing corpses along the way,78835126-af56-5c05-aedd-de2c56fb2a7f_cap0_0,"PORT-AU-PRINCE, Haiti",78835126-af56-5c05-aedd-de2c56fb2a7f_cap1_0
81,7ab0beb9-dbf7-5ac6-8d87-286688d16142,"Shimmering in the desert is a futuristic research center with an urgent mission.  Make Saudi Arabias oil-based economy greener, and quickly. The goal is to rapidly build more solar panels and expand electric-car use so the kingdom eventually burns far less oil.",The goal is to rapidly build more solar panels and expand electric-car use,7ab0beb9-dbf7-5ac6-8d87-286688d16142_cap0_2,Shimmering in the desert,7ab0beb9-dbf7-5ac6-8d87-286688d16142_cap2_2,Saudi Arabias oil-based economy,7ab0beb9-dbf7-5ac6-8d87-286688d16142_cap1_2
82,7ad8425c-e7cd-5ea3-bcae-1414582cd7e7,"Keith Levene, a founding member of the seminal British bands the Clash and Public Image Ltd. whose slashing yet melodic fretwork helped define the sound of post-punk guitar, died on Nov. 11 at his home in Norfolk, England. He was 65.",whose slashing yet melodic fretwork,7ad8425c-e7cd-5ea3-bcae-1414582cd7e7_cap2_1,"Keith Levene, a founding member of the seminal British bands the Clash and Public Image Ltd.",7ad8425c-e7cd-5ea3-bcae-1414582cd7e7_cap1_2,Keith Levene was a founding member of the seminal British bands the Clash and Public,7ad8425c-e7cd-5ea3-bcae-1414582cd7e7_cap0_1
83,7e75cc6a-3594-5c8f-882f-5b76e2d922f6,"YAHIDNE, Ukraine  The elementary schools former custodian carefully turned the key to the green door leading to the basement and walked down the stairs, shining a flashlight. Eventually, he paused the beam on a calendar scrawled on the cement wall and on the list of names alongside it.",YAHIDNE,7e75cc6a-3594-5c8f-882f-5b76e2d922f6_cap2_0,Former custodian recalls his time working in a Ukrainian elementary school,7e75cc6a-3594-5c8f-882f-5b76e2d922f6_cap0_0,The elementary schools former custodian,7e75cc6a-3594-5c8f-882f-5b76e2d922f6_cap1_0
84,86232084-995b-537f-b93a-2db7f0fadaea,"Prosecutors at the sedition trial of five members of the Oath Keepers militia made their final remarks to the jury on Friday, saying that the far-right organization, under the direction of its leader, Stewart Rhodes, strove after the 2020 election to stop Joseph R. Biden Jr. from entering the White House in a sweeping plot that culminated in the violent assault on the Capitol.",the far-right organization,86232084-995b-537f-b93a-2db7f0fadaea_cap1_0,Prosecutors at the sedition trial of five members of the Oath Keepers militia,86232084-995b-537f-b93a-2db7f0fadaea_cap2_1,Prosecutors say Oath Keepers tried to stop Joseph R,86232084-995b-537f-b93a-2db7f0fadaea_cap0_0
85,89990152-385f-53e4-8f92-547412c14b27,"The World Cup began yesterday. In the first match, Ecuador defeated Qatar, the host nation.",Ecuador,89990152-385f-53e4-8f92-547412c14b27_cap2_2,The World Cup began yesterday,89990152-385f-53e4-8f92-547412c14b27_cap0_2,The World Cup,89990152-385f-53e4-8f92-547412c14b27_cap1_0
86,8f29fe15-98f3-5b6b-b9af-070655b87fcd,"The city of Atlanta agreed on Monday to pay $1 million to settle a lawsuit brought by the widow and the estate of Rayshard Brooks, a Black man who was fatally shot by a white police officer in 2020, and whose death touched off nationwide protests.",The city of Atlanta,8f29fe15-98f3-5b6b-b9af-070655b87fcd_cap1_1,Rayshard Brooks was fatally shot by a white police officer in 2020,8f29fe15-98f3-5b6b-b9af-070655b87fcd_cap0_0,Atlanta,8f29fe15-98f3-5b6b-b9af-070655b87fcd_cap2_1
87,8f395b27-3e38-5ab0-adb4-1f52d8dd951f,"In his first game since being suspended for posting a link on social media to an antisemitic film, Nets guard Kyrie Irving shook off early rust to score 14 points  to help the Nets to a win, 127-115, against the Memphis Grizzlies in Brooklyn.",Kyrie Irving scored 14 points in his first game since being suspended for posting a link,8f395b27-3e38-5ab0-adb4-1f52d8dd951f_cap0_2,Kyrie Irving,8f395b27-3e38-5ab0-adb4-1f52d8dd951f_cap2_2,Nets guard Kyrie Irving,8f395b27-3e38-5ab0-adb4-1f52d8dd951f_cap1_2
88,9d05312d-0c2e-5507-9dc6-7d51fde9f008,"It is a wonder of some kind and a sign of the citys renewed vibrancy that night after night, hundreds of people travel six flights by escalator to the main theater at the Shed on Manhattans far West Side to see Ralph Fiennes work himself into a state of near rapture over the promise of the Southern State Parkway. The actor is a few weeks into his performance as Robert Moses in Straight Line Crazy, David Hares confused effort at re-examining the influence of modern urbanisms titanic autocrat. The play sold out quickly.  ticket prices in the secondary market have since reached $900 a seat in some instances. Clearly, something is going on here.",Ralph Fiennes is a few weeks into his performance as Robert Moses in Straight Line,9d05312d-0c2e-5507-9dc6-7d51fde9f008_cap0_0, ticket prices in the secondary market,9d05312d-0c2e-5507-9dc6-7d51fde9f008_cap1_2,hundreds of people,9d05312d-0c2e-5507-9dc6-7d51fde9f008_cap2_2
89,9eacfa67-dfe8-55b0-a85b-9c2cf0e42534,"Allen H. Weisselberg, the longtime chief financial officer of Donald J. Trumps family business, finished testifying against the employer he has served for a half century on Friday, capping the most eventful week of the Trump Organizations tax fraud trial thus far.",Allen H. Weisselberg,9eacfa67-dfe8-55b0-a85b-9c2cf0e42534_cap2_0,"Allen H. Weisselberg, the longtime chief financial officer of Donald J. Trumps family business,",9eacfa67-dfe8-55b0-a85b-9c2cf0e42534_cap1_0,Allen H,9eacfa67-dfe8-55b0-a85b-9c2cf0e42534_cap0_1
90,a723e70e-dc4a-5013-bb94-a3d2942ba3bf,"A 53-year-old man has been charged with reckless homicide after the authorities said he plowed his S.U.V. through the front window of an Apple store in a suburb of Boston on Monday, killing one person and injuring more than a dozen others.",Apple,a723e70e-dc4a-5013-bb94-a3d2942ba3bf_cap2_2,A 53-year-old man,a723e70e-dc4a-5013-bb94-a3d2942ba3bf_cap1_0,A 53-year-old man has been charged with reckless homicide,a723e70e-dc4a-5013-bb94-a3d2942ba3bf_cap0_2
91,a9e17ef2-5ae1-57d3-b1b5-bc943c912482,"LAS VEGAS  Senator Ted Cruz aggressively worked one ballroom, taking selfies and staying for handshakes with donors and activists for so long the linens had already been cleared.","Ted Cruz worked one ballroom, taking selfies and staying for handshakes with donors",a9e17ef2-5ae1-57d3-b1b5-bc943c912482_cap0_2,Senator Ted Cruz,a9e17ef2-5ae1-57d3-b1b5-bc943c912482_cap1_2,LAS VEGAS,a9e17ef2-5ae1-57d3-b1b5-bc943c912482_cap2_0
92,ac97548e-7f7e-56b2-8a37-dec69e87ea1e,"Rabbi Rachel Timoner of Brooklyn had always cherished Israel as a haven where Jews could aspire to their highest ideals. But after Benjamin Netanyahu won a sixth term as prime minister with the help of two far-right parties this month, she was shaken.",Rabbi Rachel Timoner of Brooklyn had always cherished Israel as a haven where Jews,ac97548e-7f7e-56b2-8a37-dec69e87ea1e_cap0_2,Rabbi Rachel Timoner of Brooklyn,ac97548e-7f7e-56b2-8a37-dec69e87ea1e_cap1_1,Rachel Timoner,ac97548e-7f7e-56b2-8a37-dec69e87ea1e_cap2_1
93,b9aadd39-e2aa-5b2a-b065-e91b5e0938ef,KYIV  Ukrainian efforts to stabilize some of the countrys battered electricity supply and make a dent in the seemingly endless task of demining swaths of the country offered a glimpse into the Herculean task that lies ahead off the battlefield.,KYIV  Ukrainian efforts to stabilize some of the countrys battered electricity supply and make a dent in the seemingly endless task of demining swaths of the country,b9aadd39-e2aa-5b2a-b065-e91b5e0938ef_cap1_2,Ukrainian efforts to stabilize some of the countrys battered electricity supply,b9aadd39-e2aa-5b2a-b065-e91b5e0938ef_cap0_1,KYIV,b9aadd39-e2aa-5b2a-b065-e91b5e0938ef_cap2_0
94,bd310b49-abed-52aa-8987-a8f45904a9ce,"At least a dozen shells exploded at a large nuclear plant in southern Ukraine on Sunday, Ukrainian and Russian authorities said, damaging equipment in attacks that the United Nations nuclear watchdog agency called extremely disturbing.",Ukrainian and Russian authorities,bd310b49-abed-52aa-8987-a8f45904a9ce_cap1_2,At least a dozen shells exploded at a large nuclear plant in southern Ukraine on Sunday,bd310b49-abed-52aa-8987-a8f45904a9ce_cap0_0,the United Nations nuclear watchdog agency,bd310b49-abed-52aa-8987-a8f45904a9ce_cap2_1
95,bd61d19b-8533-5d46-8973-bbf9f6f78bca,"Kieran Jones, an avid soccer fan who lives in Cardiff, Wales, can tell you all the details about the last time his beloved Welsh national team made it to the World Cup. It was 1958, nearly a decade before he was born. A young and then little-known Brazilian named Pel\xe9 scored the goal that knocked Wales from the tournament.","Kieran Jones, an avid soccer fan who lives in Cardiff, Wales,",bd61d19b-8533-5d46-8973-bbf9f6f78bca_cap1_2,A young and then little-known Brazilian named Pelé,bd61d19b-8533-5d46-8973-bbf9f6f78bca_cap2_2,"The last time Wales made it to the World Cup, it was 1958",bd61d19b-8533-5d46-8973-bbf9f6f78bca_cap0_2
96,c6819057-79f1-5ef4-a4e3-8741ae6e0661,"As temperatures drop into the 30s Fahrenheit and winter closes in, Ukraine is grappling with energy supply problems caused by Moscows relentless bombardment of the countrys infrastructure, President Volodymyr Zelensky of Ukraine says.",Ukraine is grappling with energy supply problems caused by Moscows relentless bombardment of the country,c6819057-79f1-5ef4-a4e3-8741ae6e0661_cap0_1,President Volodymyr Zelensky of Ukraine,c6819057-79f1-5ef4-a4e3-8741ae6e0661_cap1_2,Fahrenheit and winter,c6819057-79f1-5ef4-a4e3-8741ae6e0661_cap2_1
